[3570.16, 2603.69],1,1.0
[1011.84, 3568.47],1,1.0
[2696.34, 2674.03],1,1.0
[3908.24, 3898.96],1,1.0
[6337.22, 3514.65],2,2.0
[945.33, 901.66],0,0.0
[2043.63, 1234.81],0,0.0
[3663.55, 1389.73],1,1.0
[2421.6, 3045.75],1,1.0
[1438.6, 3020.56],1,1.0
[3044.96, 1648.98],1,1.0
[7834.62, 2507.78],2,2.0
[1842.02, 2450.88],0,1.0
[9545.9, 16425.96],4,4.0
[7627.01, 2852.92],2,2.0
[2051.22, 2082.79],0,0.0
[1535.53, 3846.35],1,1.0
[1675.74, 2352.18],0,0.0
[2188.27, 2751.99],1,1.0
[2677.15, 3812.58],1,1.0
[3952.44, 3105.02],1,1.0
[1931.96, 3609.78],1,1.0
[1153.87, 1169.15],0,0.0
[3244.33, 1348.05],1,1.0
[8658.95, 19183.37],4,4.0
[1149.07, 1019.53],0,0.0
[1977.18, 3421.81],1,1.0
[1904.28, 1632.57],0,0.0
[2148.46, 1414.96],0,0.0
[2786.1, 3814.7],1,1.0
[856.31, 949.79],0,0.0
[2545.03, 2163.13],1,1.0
[6917.36, 1491.55],2,2.0
[3950.31, 2816.45],1,1.0
[1913.15, 1530.83],0,0.0
[2156.02, 1350.02],0,0.0
[2112.34, 3374.18],1,1.0
[3446.46, 1342.16],1,1.0
[3523.11, 3857.48],1,1.0
[1772.22, 2351.06],0,0.0
[1414.34, 2545.79],0,0.0
[2589.78, 1125.92],0,0.0
[3282.4, 3026.09],1,1.0
[1146.13, 3412.19],1,1.0
[3877.55, 3607.59],1,1.0
[2634.7, 3937.1],1,1.0
[1412.94, 2670.46],0,0.0
[1107.2, 2142.36],0,0.0
[5767.5, 3875.68],2,2.0
[1643.81, 2719.27],1,1.0
[1132.03, 2412.03],0,0.0
[2246.1, 3073.38],1,1.0
[3548.04, 3753.12],1,1.0
[2012.64, 2475.2],1,1.0
[3004.62, 3582.29],1,1.0
[2300.52, 1497.12],0,0.0
[3144.3, 1014.88],0,1.0
[3046.19, 2532.54],1,1.0
[3428.81, 1256.1],1,1.0
[5301.78, 3648.47],2,2.0
[3160.07, 3053.96],1,1.0
[3111.27, 1290.23],1,1.0
[3490.23, 2360.56],1,1.0
[1784.81, 1331.85],0,0.0
[2313.09, 2657.59],1,1.0
[1867.43, 3950.15],1,1.0
[3449.2, 2512.74],1,1.0
[1353.12, 3581.44],1,1.0
[3264.49, 3384.85],1,1.0
[1031.04, 3483.64],1,1.0
[3540.53, 1944.23],1,1.0
[1112.97, 1582.07],0,0.0
[3242.64, 2215.58],1,1.0
[1202.4, 3154.56],0,0.0
[2292.17, 3720.23],1,1.0
[1356.74, 2213.84],0,0.0
[1145.69, 1750.2],0,0.0
[3956.36, 3551.36],1,1.0
[1723.94, 1410.19],0,0.0
[3247.44, 1957.25],1,1.0
[1059.87, 3166.85],0,0.0
[1857.68, 2825.89],1,1.0
[3832.61, 2208.27],1,1.0
[2214.24, 1754.51],0,0.0
[3215.32, 3181.04],1,1.0
[7292.62, 1544.05],2,2.0
[2120.72, 2202.92],1,1.0
[1542.42, 2926.09],1,1.0
[2442.72, 1386.27],0,0.0
[2386.47, 1797.36],0,0.0
[2182.62, 2452.07],1,1.0
[3697.95, 3246.4],1,1.0
[7007.94, 2678.8],2,2.0
[1472.26, 2449.2],0,0.0
[1304.27, 3667.15],1,1.0
[1196.41, 2045.57],0,0.0
[3306.36, 2857.11],1,1.0
[19854.0, 19305.58],4,4.0
[3522.63, 3923.25],1,1.0
[1082.94, 1931.3],0,0.0
[278.35, 68.7],0,0.0
[672.6, 612.32],0,0.0
[1125.78, 2168.99],0,0.0
[1712.62, 1983.08],0,0.0
[1686.12, 2849.21],1,1.0
[2147.08, 2835.13],1,1.0
[5205.11, 2732.08],2,2.0
[2732.41, 2416.08],1,1.0
[1383.89, 2742.51],0,0.0
[3469.13, 1326.48],1,1.0
[779.3, 607.89],0,0.0
[1650.1, 3371.9],1,1.0
[2737.06, 2232.05],1,1.0
[2753.05, 3961.29],1,1.0
[2858.7, 1818.35],1,1.0
[3736.84, 1686.18],1,1.0
[2195.83, 3184.67],1,1.0
[3685.76, 3286.06],1,1.0
[3866.56, 2885.33],1,1.0
[2304.87, 3415.31],1,1.0
[1351.59, 1957.1],0,0.0
[3842.5, 2450.48],1,1.0
[1233.36, 2948.87],0,0.0
[3608.84, 2833.94],1,1.0
[3957.4, 3049.2],1,1.0
[2018.63, 2053.74],0,0.0
[1230.36, 3767.52],1,1.0
[1203.55, 3361.37],1,1.0
[2964.66, 3280.5],1,1.0
[3189.72, 2596.33],1,1.0
[1806.44, 3135.79],1,1.0
[2398.09, 1268.85],0,0.0
[100.73, 65.58],0,0.0
[3467.2, 2227.17],1,1.0
[1399.8, 1231.04],0,0.0
[1770.6, 2334.44],0,0.0
[3000.91, 1992.82],1,1.0
[3861.08, 3391.27],1,1.0
[887.58, 905.93],0,0.0
[57.03, 334.9],0,0.0
[1575.36, 2409.62],0,0.0
[2570.99, 1353.26],0,0.0
[856.66, 904.67],0,0.0
[2145.72, 3482.98],1,1.0
[1579.86, 1410.41],0,0.0
[230.44, 445.65],0,0.0
[1444.79, 2016.87],0,0.0
[747.95, 900.62],0,0.0
[1164.27, 2243.02],0,0.0
[875.39, 943.35],0,0.0
[1842.11, 1855.03],0,0.0
[2020.3, 2615.17],1,1.0
[2168.19, 3184.67],1,1.0
[1693.32, 3882.19],1,1.0
[3041.21, 1299.04],1,1.0
[3740.97, 1758.48],1,1.0
[2454.26, 2331.5],1,1.0
[883.24, 761.29],0,0.0
[2128.14, 2044.56],0,0.0
[3328.64, 1461.1],1,1.0
[1162.65, 1249.45],0,0.0
[3425.99, 3812.83],1,1.0
[3101.56, 3594.39],1,1.0
[2037.56, 3035.21],1,1.0
[716.05, 573.2],0,0.0
[2849.15, 2769.05],1,1.0
[907.0, 510.34],0,0.0
[1684.65, 2522.33],0,0.0
[2255.33, 3526.26],1,1.0
[3166.31, 2243.5],1,1.0
[2209.81, 3549.61],1,1.0
[3643.6, 1807.46],1,1.0
[6636.67, 3861.6],2,2.0
[2252.06, 2982.99],1,1.0
[2018.82, 3089.82],1,1.0
[2285.9, 3866.63],1,1.0
[1442.59, 2469.35],0,0.0
[2309.29, 3500.36],1,1.0
[2533.62, 3149.08],1,1.0
[1384.98, 1641.73],0,0.0
[6133.82, 1396.62],2,2.0
[31.21, 217.97],0,0.0
[1985.49, 1828.58],0,0.0
[1681.03, 2234.27],0,0.0
[2446.55, 2593.27],1,1.0
[1916.64, 2239.0],0,0.0
[1290.46, 1014.64],0,0.0
[501.78, 501.88],0,0.0
[1832.48, 2226.01],0,0.0
[3352.88, 2882.13],1,1.0
[2070.77, 1458.51],0,0.0
[2153.29, 3235.93],1,1.0
[1433.01, 1105.43],0,0.0
[3687.42, 1187.07],1,1.0
[1949.17, 1341.37],0,0.0
[6173.64, 3332.72],2,2.0
[519.56, 993.07],0,0.0
[2966.86, 2507.9],1,1.0
[3047.48, 3018.48],1,1.0
[2264.13, 3008.14],1,1.0
[1578.87, 2950.47],1,0.0
[3060.84, 1306.37],1,1.0
[2010.1, 3637.03],1,1.0
[3181.24, 2840.69],1,1.0
[1204.99, 1113.17],0,0.0
[1125.82, 3466.74],1,1.0
[2848.98, 2968.61],1,1.0
[1864.72, 3725.23],1,1.0
[1288.12, 3719.43],1,1.0
[1211.39, 1589.35],0,0.0
[3786.0, 2885.17],1,1.0
[2477.9, 3276.24],1,1.0
[2536.76, 3506.12],1,1.0
[2420.3, 2121.19],1,1.0
[2945.79, 2922.64],1,1.0
[2368.51, 3243.73],1,1.0
[1254.86, 1811.82],0,0.0
[1733.92, 1689.79],0,0.0
[2132.56, 1410.02],0,0.0
[2616.97, 1600.66],0,1.0
[2091.75, 2194.29],0,0.0
[2727.5, 3234.08],1,1.0
[5725.19, 3425.38],2,2.0
[2882.57, 1532.28],1,1.0
[2659.85, 1974.1],1,1.0
[2707.91, 3886.99],1,1.0
[3470.66, 1568.82],1,1.0
[3407.46, 2512.78],1,1.0
[1617.5, 2194.98],0,0.0
[1650.48, 1801.84],0,0.0
[3826.32, 1652.24],1,1.0
[2060.59, 2222.89],0,0.0
[1256.29, 1133.7],0,0.0
[3839.37, 1586.54],1,1.0
[2916.46, 2443.52],1,1.0
[2052.02, 3163.46],1,1.0
[3397.06, 2090.91],1,1.0
[3056.15, 2110.55],1,1.0
[1262.0, 2256.41],0,0.0
[3754.95, 1145.86],1,1.0
[1750.37, 1534.01],0,0.0
[3971.15, 3642.66],1,1.0
[3648.99, 1380.47],1,1.0
[2368.71, 3133.4],1,1.0
[3047.21, 3580.38],1,1.0
[3187.88, 3821.28],1,1.0
[5467.06, 1797.58],2,2.0
[1207.86, 3911.13],1,1.0
[2828.38, 2534.45],1,1.0
[3556.21, 3339.69],1,1.0
[617.31, 843.87],0,0.0
[2522.05, 2127.4],1,1.0
[1650.79, 3682.32],1,1.0
[2837.83, 1901.81],1,1.0
[2123.77, 3005.9],1,1.0
[2460.32, 1117.99],0,0.0
[3217.07, 2081.44],1,1.0
[3116.15, 2675.68],1,1.0
[2976.02, 1701.64],1,1.0
[2241.53, 1648.29],0,0.0
[17071.58, 17578.87],4,4.0
[1064.86, 2976.59],0,0.0
[2626.43, 3623.56],1,1.0
[859.99, 861.13],0,0.0
[1764.77, 1781.14],0,0.0
[3545.08, 1120.02],1,1.0
[1457.56, 2013.17],0,0.0
[3847.39, 2717.1],1,1.0
[533.42, 944.24],0,0.0
[4642.47, 3630.44],2,2.0
[1353.23, 1451.16],0,0.0
[1261.33, 2399.05],0,0.0
[2648.72, 1234.4],0,0.0
[3415.17, 3984.86],1,1.0
[2270.95, 2609.41],1,1.0
[1476.17, 3965.81],1,1.0
[2490.45, 1456.28],0,0.0
[2155.69, 1346.3],0,0.0
[1649.15, 1228.18],0,0.0
[1189.71, 3502.85],1,1.0
[1113.64, 2706.7],0,0.0
[1242.81, 2250.73],0,0.0
[2169.38, 2300.99],1,1.0
[825.47, 688.26],0,0.0
[2748.87, 1604.79],1,1.0
[1191.42, 3885.26],1,1.0
[1303.81, 1515.97],0,0.0
[11880.06, 13630.49],4,3.0
[3642.45, 3545.02],1,1.0
[2490.47, 3296.05],1,1.0
[3591.21, 3724.94],1,1.0
[17406.89, 9988.84],3,3.0
[3760.21, 2902.63],1,1.0
[1259.88, 1011.07],0,0.0
[3208.79, 3985.15],1,1.0
[1406.7, 2698.81],0,0.0
[101.23, 19.05],0,0.0
[913.11, 761.35],0,0.0
[3911.8, 1617.84],1,1.0
[3348.89, 3805.36],1,1.0
[1947.92, 2251.07],0,0.0
[794.45, 683.63],0,0.0
[827.98, 866.85],0,0.0
[842.49, 570.76],0,0.0
[7095.16, 2845.57],2,2.0
[1227.98, 3822.0],1,1.0
[6196.24, 2776.59],2,2.0
[2340.67, 2313.32],1,1.0
[3047.06, 2907.64],1,1.0
[2222.24, 3929.77],1,1.0
[1021.55, 3817.06],1,1.0
[7763.01, 1183.28],2,2.0
[3868.09, 3492.82],1,1.0
[1806.27, 2460.66],0,0.0
[3760.94, 2714.33],1,1.0
[12075.48, 13337.13],3,3.0
[3395.8, 3353.5],1,1.0
[3435.5, 2102.1],1,1.0
[2962.56, 1119.61],0,0.0
[7233.36, 1747.4],2,2.0
[2501.53, 3024.57],1,1.0
[3102.21, 1360.64],1,1.0
[2865.58, 2057.02],1,1.0
[3465.92, 1611.09],1,1.0
[2776.34, 2688.29],1,1.0
[2446.49, 3847.29],1,1.0
[3712.56, 2518.46],1,1.0
[3220.97, 2487.79],1,1.0
[1510.85, 3582.58],1,1.0
[3670.3, 2164.26],1,1.0
[1021.73, 1701.68],0,0.0
[45.8, 66.95],0,0.0
[3580.7, 1197.92],1,1.0
[4287.79, 2202.03],1,1.0
[2601.08, 2088.02],1,1.0
[1019.89, 3486.28],1,1.0
[1942.49, 3410.87],1,1.0
[5611.31, 3328.47],2,2.0
[1880.08, 2383.0],0,0.0
[1652.09, 1511.12],0,0.0
[3712.71, 3212.55],1,1.0
[3979.35, 3701.11],1,1.0
[3211.81, 3081.1],1,1.0
[1621.45, 2254.82],0,0.0
[3861.27, 2962.4],1,1.0
[2084.89, 1592.15],0,0.0
[2930.65, 3841.48],1,1.0
[1166.16, 3716.39],1,1.0
[7730.59, 2482.19],2,2.0
[1772.39, 2031.02],0,0.0
[1642.68, 3216.81],1,1.0
[2428.7, 2339.74],1,1.0
[3242.34, 2414.9],1,1.0
[3604.53, 3083.61],1,1.0
[2203.49, 2544.26],1,1.0
[1023.11, 1206.98],0,0.0
[1868.62, 3305.55],1,1.0
[1540.15, 2037.92],0,0.0
[2123.91, 3900.0],1,1.0
[2304.32, 3237.99],1,1.0
[2005.12, 1798.59],0,0.0
[840.58, 556.9],0,0.0
[1614.39, 3299.3],1,1.0
[3812.98, 3333.97],1,1.0
[3915.21, 1322.04],1,1.0
[3065.76, 2756.57],1,1.0
[550.04, 651.35],0,0.0
[3913.33, 1453.82],1,1.0
[2400.61, 3248.6],1,1.0
[1212.43, 1016.15],0,0.0
[1287.95, 1110.27],0,0.0
[516.33, 651.66],0,0.0
[2427.66, 3318.95],1,1.0
[3251.57, 1449.1],1,1.0
[1778.94, 3386.98],1,1.0
[3867.99, 1778.24],1,1.0
[1838.94, 3284.18],1,1.0
[2100.49, 2664.02],1,1.0
[2232.37, 3123.24],1,1.0
[3160.27, 2789.53],1,1.0
[2980.77, 1449.49],1,1.0
[327.38, 418.56],0,0.0
[2231.9, 3727.1],1,1.0
[3321.45, 1326.74],1,1.0
[951.34, 532.45],0,0.0
[2837.23, 1113.94],0,0.0
[8788.16, 19836.49],4,4.0
[3137.34, 2483.9],1,1.0
[3525.99, 2633.08],1,1.0
[3989.15, 3539.12],1,1.0
[1302.93, 2101.14],0,0.0
[3535.8, 1588.59],1,1.0
[1978.93, 2570.45],1,1.0
[1161.75, 3512.61],1,1.0
[670.75, 526.06],0,0.0
[1677.87, 3223.48],1,1.0
[2891.81, 2993.45],1,1.0
[3729.59, 1637.83],1,1.0
[2700.94, 1758.14],1,1.0
[3960.78, 2757.46],1,1.0
[2453.87, 2665.78],1,1.0
[2392.34, 2282.61],1,1.0
[2632.14, 3882.61],1,1.0
[3809.12, 3387.05],1,1.0
[1292.63, 2991.19],0,0.0
[2580.87, 1950.98],1,1.0
[9029.24, 19732.86],4,4.0
[2558.55, 2531.49],1,1.0
[6376.95, 2737.76],2,2.0
[1781.47, 3148.24],1,1.0
[2102.94, 1618.26],0,0.0
[2519.2, 2709.72],1,1.0
[2620.48, 3835.9],1,1.0
[1770.29, 2345.41],0,0.0
[3803.47, 2918.23],1,1.0
[3830.37, 3529.36],1,1.0
[3799.91, 2710.08],1,1.0
[1127.99, 1640.19],0,0.0
[3377.03, 2850.67],1,1.0
[2025.52, 3450.17],1,1.0
[2574.18, 3879.73],1,1.0
[14002.77, 15133.24],4,4.0
[1313.39, 3399.39],1,1.0
[1651.71, 2606.38],0,0.0
[1569.15, 2403.92],0,0.0
[2666.13, 2881.28],1,1.0
[2515.24, 3532.37],1,1.0
[2609.21, 1693.85],1,1.0
[3827.86, 3814.26],1,1.0
[1483.92, 2778.3],0,0.0
[1269.12, 2625.43],0,0.0
[1013.49, 1302.27],0,0.0
[3188.76, 3630.04],1,1.0
[844.94, 611.23],0,0.0
[1835.6, 1046.98],0,0.0
[5962.3, 1440.55],2,2.0
[1174.94, 3540.18],1,1.0
[84.56, 435.75],0,0.0
[2567.67, 3660.69],1,1.0
[798.87, 845.17],0,0.0
[2826.95, 2706.84],1,1.0
[14120.43, 16534.25],4,4.0
[1715.96, 1104.21],0,0.0
[1145.21, 1853.18],0,0.0
[2412.92, 2227.17],1,1.0
[2799.14, 2646.67],1,1.0
[3011.57, 1783.13],1,1.0
[1436.97, 1011.26],0,0.0
[2992.64, 2986.8],1,1.0
[2868.63, 3730.08],1,1.0
[3821.09, 3448.58],1,1.0
[1705.54, 3819.69],1,1.0
[3767.76, 2257.08],1,1.0
[1032.43, 1242.26],0,0.0
[1959.16, 1000.81],0,0.0
[5098.21, 2175.03],2,2.0
[3062.96, 2856.97],1,1.0
[1195.66, 3143.71],0,0.0
[2209.02, 1984.27],0,0.0
[1541.46, 2872.63],1,0.0
[3112.86, 2239.38],1,1.0
[41.35, 24.28],0,0.0
[2605.74, 2811.24],1,1.0
[1885.66, 2645.07],1,1.0
[2860.51, 2186.67],1,1.0
[2096.49, 3180.48],1,1.0
[2521.05, 1902.68],1,1.0
[3699.0, 3127.17],1,1.0
[1518.72, 3038.11],1,1.0
[1095.06, 2096.18],0,0.0
[1392.21, 3204.06],1,1.0
[1981.51, 2919.35],1,1.0
[2219.95, 2527.31],1,1.0
[3622.33, 1782.26],1,1.0
[2135.54, 3148.44],1,1.0
[1860.99, 1425.43],0,0.0
[3710.75, 2173.42],1,1.0
[2571.95, 2650.18],1,1.0
[5676.21, 1357.16],2,2.0
[474.56, 338.13],0,0.0
[3917.77, 3816.46],1,1.0
[1203.54, 1331.12],0,0.0
[3934.81, 3986.54],1,1.0
[3844.47, 2743.02],1,1.0
[1866.9, 3231.17],1,1.0
[2791.28, 1974.81],1,1.0
[3613.35, 1099.86],1,1.0
[2696.62, 1231.16],0,0.0
[1442.43, 3273.08],1,1.0
[1626.16, 2243.01],0,0.0
[2124.32, 3451.72],1,1.0
[3242.25, 1191.63],1,1.0
[492.64, 240.65],0,0.0
[5375.63, 1937.44],2,2.0
[2167.13, 3245.84],1,1.0
[3908.32, 1459.24],1,1.0
[3417.94, 3474.65],1,1.0
[1995.73, 1250.55],0,0.0
[2844.9, 3169.87],1,1.0
[3272.97, 1915.58],1,1.0
[71.99, 225.48],0,0.0
[1863.76, 3889.71],1,1.0
[2986.55, 2065.69],1,1.0
[3875.95, 3254.33],1,1.0
[4069.71, 3305.69],1,1.0
[1671.11, 1642.81],0,0.0
[625.07, 533.72],0,0.0
[2583.95, 2388.44],1,1.0
[2259.07, 1032.59],0,0.0
[3206.35, 3808.97],1,1.0
[1336.25, 3027.73],1,1.0
[2564.58, 1055.96],0,0.0
[3098.99, 1234.28],1,1.0
[1925.55, 1205.32],0,0.0
[2765.98, 3117.57],1,1.0
[2925.59, 2275.84],1,1.0
[2893.37, 1904.03],1,1.0
[1237.07, 3594.13],1,1.0
[6035.28, 3004.32],2,2.0
[18413.55, 12301.91],3,3.0
[2877.07, 3026.03],1,1.0
[1283.91, 2500.74],0,0.0
[1476.71, 2166.49],0,0.0
[2543.97, 3941.92],1,1.0
[6025.47, 1004.28],2,2.0
[784.16, 679.25],0,0.0
[1059.22, 1905.43],0,0.0
[193.56, 85.44],0,0.0
[1051.2, 2945.59],0,0.0
[1697.49, 1317.8],0,0.0
[1704.37, 1322.98],0,0.0
[1534.03, 3970.7],1,1.0
[3200.65, 3072.16],1,1.0
[3587.67, 2454.15],1,1.0
[1379.73, 2415.33],0,0.0
[3890.98, 1654.19],1,1.0
[3407.71, 3513.74],1,1.0
[3612.81, 3763.89],1,1.0
[1392.79, 2524.03],0,0.0
[1410.58, 3553.26],1,1.0
[1905.23, 2341.25],0,0.0
[2202.39, 1136.58],0,0.0
[658.15, 520.53],0,0.0
[3455.51, 3464.99],1,1.0
[1078.82, 1861.63],0,0.0
[3329.67, 3067.93],1,1.0
[754.2, 973.49],0,0.0
[1988.28, 2981.44],1,1.0
[1608.83, 1820.35],0,0.0
[3509.54, 1422.67],1,1.0
[3853.41, 2363.68],1,1.0
[3575.78, 1997.79],1,1.0
[2506.29, 1819.9],1,1.0
[11287.64, 9356.41],3,3.0
[2762.24, 1872.48],1,1.0
[3746.87, 2720.15],1,1.0
[3754.8, 1933.86],1,1.0
[1716.66, 1324.74],0,0.0
[2013.2, 3789.74],1,1.0
[2972.4, 2209.24],1,1.0
[1401.37, 3082.6],1,1.0
[1060.07, 3868.68],1,1.0
[2303.19, 1026.96],0,0.0
[3452.52, 1188.89],1,1.0
[3387.66, 1606.42],1,1.0
[6365.11, 3935.37],2,2.0
[2935.65, 1710.59],1,1.0
[1979.91, 3823.88],1,1.0
[4014.83, 2694.31],1,1.0
[3163.95, 2414.55],1,1.0
[3154.15, 1609.28],1,1.0
[3088.8, 2066.18],1,1.0
[1162.25, 2047.44],0,0.0
[1556.18, 2274.82],0,0.0
[3288.59, 2344.59],1,1.0
[3275.79, 3845.6],1,1.0
[3811.46, 1588.01],1,1.0
[1136.16, 1109.57],0,0.0
[848.01, 756.77],0,0.0
[1818.67, 2981.77],1,1.0
[3578.27, 1167.99],1,1.0
[5893.67, 3403.18],2,2.0
[3023.8, 2470.25],1,1.0
[3556.97, 3732.84],1,1.0
[1126.4, 3845.87],1,1.0
[1437.61, 3253.56],1,1.0
[2961.12, 3811.72],1,1.0
[624.91, 671.14],0,0.0
[3317.23, 1638.4],1,1.0
[2116.39, 3591.88],1,1.0
[2191.84, 1300.62],0,0.0
[1614.34, 3325.93],1,1.0
[889.76, 546.22],0,0.0
[1066.8, 3155.99],0,0.0
[3993.31, 2885.03],1,1.0
[3089.7, 1700.12],1,1.0
[2375.35, 2204.34],1,1.0
[3417.45, 1643.85],1,1.0
[2091.91, 2894.75],1,1.0
[792.76, 521.25],0,0.0
[1462.71, 1178.82],0,0.0
[685.16, 886.85],0,0.0
[2356.88, 3820.21],1,1.0
[2285.6, 3367.54],1,1.0
[1678.84, 3138.15],1,1.0
[3102.41, 2487.46],1,1.0
[1425.09, 1931.42],0,0.0
[3670.83, 1679.46],1,1.0
[2449.85, 1987.52],1,1.0
[2883.14, 3311.0],1,1.0
[771.51, 682.07],0,0.0
[2866.09, 3869.13],1,1.0
[2578.67, 3790.39],1,1.0
[3220.19, 1088.09],1,1.0
[1007.01, 2817.16],0,0.0
[3008.45, 3944.95],1,1.0
[2022.22, 2405.39],1,1.0
[1350.43, 2863.4],0,0.0
[3236.04, 2238.32],1,1.0
[2442.91, 3863.67],1,1.0
[2208.64, 2391.04],1,1.0
[1884.49, 1758.24],0,0.0
[4642.53, 1210.26],2,2.0
[2146.8, 3941.34],1,1.0
[3366.58, 1426.29],1,1.0
[2859.61, 1454.88],1,1.0
[2699.39, 1733.48],1,1.0
[1590.33, 2176.87],0,0.0
[2175.35, 3934.44],1,1.0
[2297.47, 2715.61],1,1.0
[3605.86, 1022.67],1,1.0
[6283.41, 3725.74],2,2.0
[3463.34, 2760.58],1,1.0
[4021.05, 3237.65],1,1.0
[2444.88, 2606.17],1,1.0
[3896.43, 2553.47],1,1.0
[1041.37, 2258.06],0,0.0
[3851.77, 1330.77],1,1.0
[713.41, 599.48],0,0.0
[3394.62, 3415.78],1,1.0
[3012.45, 2181.76],1,1.0
[3730.28, 3359.58],1,1.0
[3180.88, 3470.79],1,1.0
[2753.2, 3954.51],1,1.0
[2843.21, 3379.03],1,1.0
[1239.32, 2685.28],0,0.0
[3512.06, 3316.25],1,1.0
[2653.46, 3355.26],1,1.0
[1159.82, 1299.79],0,0.0
[2749.24, 2148.08],1,1.0
[1511.71, 1151.41],0,0.0
[1309.05, 2353.9],0,0.0
[25.62, 281.88],0,0.0
[13724.39, 19222.39],4,4.0
[534.46, 674.85],0,0.0
[2299.78, 3629.07],1,1.0
[3605.04, 2646.97],1,1.0
[2459.67, 1981.85],1,1.0
[651.16, 911.43],0,0.0
[3597.93, 2607.81],1,1.0
[2627.4, 3308.19],1,1.0
[1182.67, 3819.04],1,1.0
[3621.15, 1989.91],1,1.0
[2320.71, 3093.81],1,1.0
[1468.79, 2243.64],0,0.0
[2894.32, 1527.41],1,1.0
[1011.61, 2929.1],0,0.0
[1829.14, 3872.14],1,1.0
[3772.79, 1174.27],1,1.0
[1668.56, 1841.81],0,0.0
[1098.21, 2549.78],0,0.0
[763.14, 533.75],0,0.0
[2306.33, 1748.17],0,0.0
[12106.97, 12249.84],3,3.0
[1505.33, 1526.9],0,0.0
[4925.55, 3153.8],2,2.0
[2971.04, 2774.67],1,1.0
[2365.81, 3895.04],1,1.0
[1615.22, 3407.81],1,1.0
[1350.05, 1237.21],0,0.0
[1990.67, 1977.29],0,0.0
[703.95, 714.85],0,0.0
[613.67, 511.38],0,0.0
[2259.19, 1145.66],0,0.0
[3805.96, 3321.32],1,1.0
[1538.54, 1088.25],0,0.0
[1187.52, 2491.77],0,0.0
[3657.31, 1907.77],1,1.0
[3676.24, 3395.16],1,1.0
[698.51, 608.7],0,0.0
[3181.01, 3771.57],1,1.0
[1977.05, 2335.33],1,1.0
[1610.69, 3242.68],1,1.0
[4129.27, 3079.39],1,1.0
[1703.93, 1899.39],0,0.0
[1255.16, 3319.92],1,1.0
[2528.19, 1808.39],1,1.0
[3034.05, 3339.63],1,1.0
[1343.38, 1514.61],0,0.0
[502.81, 999.66],0,0.0
[6339.47, 1794.57],2,2.0
[13647.69, 9624.27],3,3.0
[2901.59, 2699.91],1,1.0
[1136.73, 1704.3],0,0.0
[2733.55, 3914.64],1,1.0
[1503.44, 3599.01],1,1.0
[2721.93, 3243.13],1,1.0
[1867.17, 2967.76],1,1.0
[2172.88, 3121.64],1,1.0
[1204.78, 3555.07],1,1.0
[2991.24, 3263.47],1,1.0
[2185.7, 3834.2],1,1.0
[7551.81, 3680.88],2,2.0
[2889.42, 3587.46],1,1.0
[3443.12, 1137.67],1,1.0
[3061.33, 2534.82],1,1.0
[4361.12, 1807.1],1,1.0
[1116.89, 2174.43],0,0.0
[3154.68, 2963.93],1,1.0
[520.39, 814.49],0,0.0
[3902.26, 3616.26],1,1.0
[1961.45, 1917.77],0,0.0
[1722.99, 1994.67],0,0.0
[1719.82, 3891.9],1,1.0
[3330.18, 2621.28],1,1.0
[2465.85, 3945.65],1,1.0
