[1955.39],3,3
[1920.75],3,3
[2366.06],3,3
[1781.21],3,3
[2098.8],3,3
[2785.37],3,3
[2007.55],3,3
[1999.42],3,3
[3146.07],4,4
[1168.74],2,2
[1112.79],2,2
[1618.19],3,3
[236.21],1,1
[62.99],1,1
[1149.04],2,2
[1793.89],3,3
[3002.89],4,4
[3635.75],4,4
[2085.88],3,3
[3607.39],4,4
[2017.57],3,3
[1933.58],3,3
[3523.28],4,4
[2862.89],3,3
[13089.98],5,5
[1564.92],3,3
[2013.92],3,3
[3030.55],4,4
[1164.8],2,2
[3552.06],4,4
[1755.69],3,3
[11747.77],5,5
[1621.62],3,3
[1828.51],3,3
[1274.21],2,2
[1762.0],3,3
[1835.36],3,3
[1101.1],2,2
[1137.25],2,2
[5518.33],5,5
[1842.79],3,3
[3456.73],4,4
[3189.75],4,4
[1679.1],3,3
[1866.03],3,3
[3282.68],4,4
[2667.85],3,3
[1793.98],3,3
[3155.8],4,4
[1257.52],2,2
[3988.94],4,4
[538.18],2,2
[5532.17],5,5
[3795.21],4,4
[3317.83],4,4
[997.18],2,2
[6640.19],5,5
[2822.91],3,3
[2322.23],3,3
[2679.73],3,3
[2108.09],3,3
[2839.29],3,3
[2564.85],3,3
[1357.39],2,2
[2363.75],3,3
[1139.93],2,2
[3357.25],4,4
[2537.11],3,3
[1407.1],2,2
[3769.99],4,4
[493.66],1,1
[2083.8],3,3
[3317.13],4,4
[5999.64],5,5
[1122.29],2,2
[2814.33],3,3
[5161.39],5,5
[1550.4],3,3
[584.35],2,2
[2701.16],3,3
[2432.3],3,3
[2950.75],3,3
[1179.93],2,2
[2708.07],3,3
[984.54],2,2
[506.34],2,2
[430.15],1,1
[1999.76],3,3
[2917.79],3,3
[2599.44],3,3
[3034.53],4,4
[2826.85],3,3
[1656.35],3,3
[1668.02],3,3
[3312.02],4,4
[3902.8],4,4
[2681.26],3,3
[331.69],1,1
[2146.15],3,3
[6041.85],5,5
[1243.45],2,2
[2537.81],3,3
[2327.29],3,3
[1229.1],2,2
[297.62],1,1
[2212.38],3,3
[1666.38],3,3
[1775.25],3,3
[615.23],2,2
[2160.17],3,3
[4270.91],4,4
[3518.24],4,4
[3749.84],4,4
[2011.21],3,3
[715.64],2,2
[1896.7],3,3
[1696.83],3,3
[1966.01],3,3
[2568.67],3,3
[1065.98],2,2
[3902.34],4,4
[2231.98],3,3
[3038.26],4,4
[3951.34],4,4
[3881.95],4,4
[3446.8],4,4
[2130.15],3,3
[2402.27],3,3
[1702.24],3,3
[3751.88],4,4
[1987.45],3,3
[3707.23],4,4
[2324.88],3,3
[7702.87],5,5
[935.51],2,2
[2270.52],3,3
[3935.53],4,4
[2600.26],3,3
[3423.91],4,4
[3665.29],4,4
[3990.35],4,4
[2908.03],3,3
[5258.78],5,5
[629.66],2,2
[2479.79],3,3
[1813.7],3,3
[2883.42],3,3
[224.87],1,1
[1810.03],3,3
[142.09],1,1
[5471.8],5,5
[3892.73],4,4
[3230.85],4,4
[3781.23],4,4
[2194.63],3,3
[2011.16],3,3
[3994.73],4,4
[3995.35],4,4
[2874.71],3,3
[3993.35],4,4
[1341.66],2,2
[3493.08],4,4
[1680.23],3,3
[3653.13],4,4
[1792.23],3,3
[3513.35],4,4
[2107.89],3,3
[2190.35],3,3
[582.08],2,2
[6145.07],5,5
[1766.39],3,3
[1941.63],3,3
[6826.93],5,5
[1691.93],3,3
[1894.52],3,3
[2513.32],3,3
[740.06],2,2
[2445.76],3,3
[3501.13],4,4
[3956.66],4,4
[1042.88],2,2
[1867.05],3,3
[1551.12],3,3
[1878.85],3,3
[5522.27],5,5
[14766.12],5,5
[1640.76],3,3
[819.6],2,2
[1324.63],2,2
[3840.49],4,4
[2642.79],3,3
[1710.15],3,3
[2082.01],3,3
[3910.68],4,4
[1883.6],3,3
[1049.6],2,2
[3545.62],4,4
[3345.95],4,4
[3126.04],4,4
[1828.36],3,3
[3046.08],4,4
[3005.07],4,4
[2258.01],3,3
[3453.59],4,4
[3199.74],4,4
[3184.25],4,4
[1254.63],2,2
[1818.07],3,3
[3911.57],4,4
[2291.59],3,3
[1422.19],2,2
