[2603.13],2,2.0
[7748.21],4,4.0
[2645.77],2,2.0
[3596.76],3,3.0
[2628.0],2,2.0
[4026.53],3,3.0
[551.65],1,1.0
[6919.53],4,4.0
[263.75],0,0.0
[2399.54],2,2.0
[5193.07],4,4.0
[2816.51],2,2.0
[1199.92],1,1.0
[1097.01],1,1.0
[1030.06],1,1.0
[1869.52],2,2.0
[2750.85],2,2.0
[1892.93],2,2.0
[1573.65],2,2.0
[3627.78],3,3.0
[1245.54],1,1.0
[3170.95],3,3.0
[861.22],1,1.0
[3350.73],3,3.0
[1044.71],1,1.0
[3445.73],3,3.0
[1758.27],2,2.0
[608.01],1,1.0
[2784.51],2,2.0
[3569.43],3,3.0
[2161.73],2,2.0
[3770.71],3,3.0
[3809.14],3,3.0
[2454.08],2,2.0
[2983.01],2,2.0
[2268.04],2,2.0
[3768.18],3,3.0
[3957.64],3,3.0
[2093.82],2,2.0
[3779.1],3,3.0
[3286.14],3,3.0
[4670.57],3,3.0
[2099.53],2,2.0
[2930.22],2,2.0
[3727.01],3,3.0
[2130.61],2,2.0
[2540.9],2,2.0
[2796.01],2,2.0
[1927.44],2,2.0
[2893.76],2,2.0
[1172.74],1,1.0
[1093.12],1,1.0
[2386.56],2,2.0
[4247.42],3,3.0
[3171.27],3,3.0
[2287.68],2,2.0
[6649.59],4,4.0
[786.77],1,1.0
[3388.83],3,3.0
[3427.31],3,3.0
[2975.89],2,2.0
[2507.44],2,2.0
[3411.03],3,3.0
[1919.41],2,2.0
[640.38],1,1.0
[2727.04],2,2.0
[7057.86],4,4.0
[1425.36],1,1.0
[1309.65],1,1.0
[2420.82],2,2.0
[3230.32],3,3.0
[1904.16],2,2.0
[3377.7],3,3.0
[3582.3],3,3.0
[3469.95],3,3.0
[3151.17],3,3.0
[2623.13],2,2.0
[3580.12],3,3.0
[3067.49],3,3.0
[1143.26],1,1.0
[2257.78],2,2.0
[1156.56],1,1.0
[2085.54],2,2.0
[3594.97],3,3.0
[1158.12],1,1.0
[3360.61],3,3.0
[2175.35],2,2.0
[1409.75],1,1.0
[3505.52],3,3.0
[941.73],1,1.0
[1679.39],2,2.0
[1616.77],2,2.0
[2681.57],2,2.0
[3151.98],3,3.0
[1986.46],2,2.0
[3883.07],3,3.0
[2165.61],2,2.0
[3562.31],3,3.0
[2980.22],2,2.0
[3682.74],3,3.0
[2640.36],2,2.0
[3554.85],3,3.0
[2424.38],2,2.0
[2536.01],2,2.0
[2705.64],2,2.0
[1760.86],2,2.0
[3190.19],3,3.0
[1000.13],1,1.0
[1085.41],1,1.0
[1687.76],2,2.0
[1712.31],2,2.0
[13785.31],4,4.0
[1912.81],2,2.0
[1826.33],2,2.0
[1559.49],2,2.0
[2454.96],2,2.0
[2337.43],2,2.0
[2733.7],2,2.0
[2438.93],2,2.0
[1390.26],1,1.0
[1630.64],2,2.0
[2624.41],2,2.0
[1264.91],1,1.0
[2918.02],2,2.0
[3845.04],3,3.0
[3560.15],3,3.0
[2089.95],2,2.0
[3374.54],3,3.0
[2026.6],2,2.0
[2269.44],2,2.0
[7226.26],4,4.0
[3880.04],3,3.0
[3099.27],3,3.0
[1320.34],1,1.0
[3097.36],3,3.0
[3952.94],3,3.0
[2749.2],2,2.0
[5816.5],4,4.0
[1919.78],2,2.0
[3246.65],3,3.0
[3690.17],3,3.0
[2793.99],2,2.0
[3361.45],3,3.0
[3347.36],3,3.0
[2681.21],2,2.0
[2682.79],2,2.0
[3921.28],3,3.0
[3418.19],3,3.0
[1232.57],1,1.0
[3158.35],3,3.0
[2988.24],2,2.0
[2769.01],2,2.0
[3413.19],3,3.0
[1258.35],1,1.0
[2550.94],2,2.0
[2854.05],2,2.0
[3627.1],3,3.0
[3552.73],3,3.0
[4246.72],3,3.0
[145.75],0,0.0
[932.64],1,1.0
[3744.67],3,3.0
[1742.87],2,2.0
[1192.5],1,1.0
[2310.1],2,2.0
[1891.5],2,2.0
[1046.45],1,1.0
[3051.52],3,3.0
[1585.81],2,2.0
[741.42],1,1.0
[2449.43],2,2.0
[3223.26],3,3.0
[2326.64],2,2.0
[2634.4],2,2.0
[2627.68],2,2.0
[2252.12],2,2.0
[2635.06],2,2.0
[1728.78],2,2.0
[3155.12],3,3.0
[2385.22],2,2.0
[2102.01],2,2.0
[1572.41],2,2.0
[1233.82],1,1.0
[3677.12],3,3.0
[1627.39],2,2.0
[3293.17],3,3.0
[3675.99],3,3.0
[3168.96],3,3.0
[6805.52],4,4.0
[3597.77],3,3.0
[1541.24],2,2.0
[55.67],0,0.0
[10842.39],4,4.0
[4650.68],3,3.0
[1362.43],1,1.0
[2777.58],2,2.0
[1918.62],2,2.0
[821.17],1,1.0
[69.9],0,0.0
[3040.16],3,3.0
[3206.06],3,3.0
[631.53],1,1.0
[3103.47],3,3.0
[2025.92],2,2.0
[396.26],0,0.0
[2817.1],2,2.0
[576.9],1,1.0
[1598.08],2,2.0
[797.4],1,1.0
[1560.1],2,2.0
[2009.49],2,2.0
[3330.18],3,3.0
[3432.24],3,3.0
[2935.49],2,2.0
[1516.68],2,2.0
[1038.18],1,1.0
[961.28],1,1.0
[2849.59],2,2.0
[3347.82],3,3.0
[2870.73],2,2.0
[2054.5],2,2.0
[3775.97],3,3.0
[2080.76],2,2.0
[612.12],1,1.0
[1949.31],2,2.0
[578.37],1,1.0
[3802.23],3,3.0
[2513.03],2,2.0
[2406.88],2,2.0
[3389.18],3,3.0
[1639.85],2,2.0
[2107.04],2,2.0
[2386.83],2,2.0
[3724.22],3,3.0
[1262.0],1,1.0
[1732.29],2,2.0
[3460.86],3,3.0
[2243.93],2,2.0
[3284.22],3,3.0
[6485.71],4,4.0
[376.04],0,0.0
[3596.61],3,3.0
[2483.66],2,2.0
[1514.31],2,2.0
[13651.8],4,4.0
[1955.01],2,2.0
[958.51],1,1.0
[2053.92],2,2.0
[3487.67],3,3.0
[3827.95],3,3.0
[5311.16],4,4.0
[3097.16],3,3.0
[3616.25],3,3.0
[3400.63],3,3.0
[1700.59],2,2.0
[905.53],1,1.0
[3898.65],3,3.0
[2119.71],2,2.0
[2900.55],2,2.0
[3840.65],3,3.0
[1824.84],2,2.0
[2185.19],2,2.0
[2946.31],2,2.0
[1091.0],1,1.0
[3985.37],3,3.0
[3296.25],3,3.0
[3410.77],3,3.0
[1696.32],2,2.0
[2231.33],2,2.0
[2159.96],2,2.0
[3547.15],3,3.0
[3349.5],3,3.0
[2811.63],2,2.0
[1388.19],1,1.0
[3643.22],3,3.0
[1785.52],2,2.0
[4567.63],3,3.0
[1352.36],1,1.0
[3526.49],3,3.0
[2528.28],2,2.0
[1765.24],2,2.0
[1463.15],1,1.0
[3614.79],3,3.0
[7681.11],4,4.0
[2536.42],2,2.0
[2160.17],2,2.0
[3201.4],3,3.0
[5168.48],4,4.0
[2946.49],2,2.0
[1882.7],2,2.0
[3781.16],3,3.0
[2790.76],2,2.0
[3895.35],3,3.0
[3700.84],3,3.0
[2666.08],2,2.0
[1339.96],1,1.0
[3115.52],3,3.0
[1187.55],1,1.0
[3635.08],3,3.0
[2654.02],2,2.0
[3492.5],3,3.0
[1428.8],1,1.0
[2940.06],2,2.0
[2732.37],2,2.0
[3113.96],3,3.0
[7837.64],4,4.0
[3528.27],3,3.0
[1548.85],2,2.0
[3282.67],3,3.0
[908.48],1,1.0
[3554.75],3,3.0
[1143.31],1,1.0
[2333.29],2,2.0
[1651.67],2,2.0
[1407.31],1,1.0
[2114.19],2,2.0
[6828.91],4,4.0
[1682.41],2,2.0
[2354.33],2,2.0
[11775.35],4,4.0
[2898.85],2,2.0
[3783.74],3,3.0
[654.95],1,1.0
[3549.67],3,3.0
[2787.54],2,2.0
[3108.41],3,3.0
[3754.83],3,3.0
[760.49],1,1.0
[1458.51],1,1.0
[1782.05],2,2.0
[1249.26],1,1.0
[2993.04],2,2.0
[3156.04],3,3.0
[3468.29],3,3.0
[1728.84],2,2.0
[2861.84],2,2.0
[3476.92],3,3.0
[2248.31],2,2.0
[2532.44],2,2.0
[3012.71],3,3.0
[3796.47],3,3.0
[3087.64],3,3.0
[557.71],1,1.0
[2349.16],2,2.0
[3739.88],3,3.0
[3727.87],3,3.0
[1703.53],2,2.0
[2237.47],2,2.0
[3821.89],3,3.0
[1866.29],2,2.0
[12266.19],4,4.0
[15933.73],4,4.0
[4768.15],3,3.0
[3688.31],3,3.0
[2717.23],2,2.0
[375.66],0,0.0
[866.32],1,1.0
[3613.45],3,3.0
[3244.87],3,3.0
[2846.24],2,2.0
[516.65],1,1.0
[972.91],1,1.0
[751.74],1,1.0
[1303.51],1,1.0
[1031.15],1,1.0
[2469.16],2,2.0
[2360.12],2,2.0
[1900.63],2,2.0
[1726.53],2,2.0
[1044.03],1,1.0
[3384.99],3,3.0
[2291.11],2,2.0
[6227.04],4,4.0
[1560.04],2,2.0
[2772.83],2,2.0
[1039.52],1,1.0
[3679.92],3,3.0
[1991.32],2,2.0
[1875.54],2,2.0
[1576.91],2,2.0
[1861.33],2,2.0
[1247.6],1,1.0
[3469.36],3,3.0
[15421.07],4,4.0
[3865.42],3,3.0
[2986.67],2,2.0
[2905.87],2,2.0
[2455.73],2,2.0
[3017.18],3,3.0
[2469.53],2,2.0
[44.35],0,0.0
[2864.18],2,2.0
[1413.38],1,1.0
[3558.94],3,3.0
[3307.37],3,3.0
[1116.11],1,1.0
[3440.99],3,3.0
[3839.05],3,3.0
[3397.33],3,3.0
[3291.62],3,3.0
[3835.83],3,3.0
[2341.87],2,2.0
[3676.69],3,3.0
[1682.54],2,2.0
[2419.88],2,2.0
[3918.9],3,3.0
[6103.14],4,4.0
[6755.89],4,4.0
[3288.11],3,3.0
[1856.29],2,2.0
[3486.87],3,3.0
[3668.44],3,3.0
[2205.37],2,2.0
[2393.65],2,2.0
[3829.87],3,3.0
[2638.18],2,2.0
[1581.18],2,2.0
[1272.73],1,1.0
[1358.03],1,1.0
[17492.13],4,4.0
[554.16],1,1.0
[2895.34],2,2.0
[4782.72],3,3.0
[7238.9],4,4.0
[1811.42],2,2.0
[806.23],1,1.0
[1740.38],2,2.0
[2898.01],2,2.0
[3699.83],3,3.0
[5070.48],4,4.0
[748.33],1,1.0
[6824.46],4,4.0
[2741.96],2,2.0
[2851.84],2,2.0
[1739.27],2,2.0
[3136.65],3,3.0
[16938.48],4,4.0
[3203.27],3,3.0
[2080.17],2,2.0
[3092.99],3,3.0
[482.82],0,0.0
[1105.05],1,1.0
[9406.2],4,4.0
[735.49],1,1.0
[2181.78],2,2.0
[2471.67],2,2.0
[2244.8],2,2.0
[3207.89],3,3.0
[3585.54],3,3.0
[1090.08],1,1.0
[1242.97],1,1.0
[2790.54],2,2.0
[3429.6],3,3.0
[987.72],1,1.0
[2979.95],2,2.0
[2688.7],2,2.0
[3465.3],3,3.0
[2537.09],2,2.0
[1103.95],1,1.0
[3356.96],3,3.0
[3328.5],3,3.0
[2296.03],2,2.0
[2404.07],2,2.0
[3254.78],3,3.0
[1580.07],2,2.0
[2783.87],2,2.0
[2186.51],2,2.0
[7560.13],4,4.0
[3000.12],3,3.0
[3168.02],3,3.0
[3322.97],3,3.0
[2246.8],2,2.0
[1806.84],2,2.0
[8939.22],4,4.0
[1025.23],1,1.0
[2508.45],2,2.0
[2635.86],2,2.0
[1514.75],2,2.0
[3324.2],3,3.0
[3800.39],3,3.0
[2732.53],2,2.0
[3425.93],3,3.0
[3865.13],3,3.0
[1033.82],1,1.0
[1869.35],2,2.0
[6807.14],4,4.0
[2927.97],2,2.0
[2293.54],2,2.0
[1321.4],1,1.0
[1195.0],1,1.0
[1809.25],2,2.0
[2260.29],2,2.0
[894.6],1,1.0
[17198.1],4,4.0
[2649.5],2,2.0
[3397.81],3,3.0
[50.87],0,0.0
[3527.56],3,3.0
[628.25],1,1.0
[3269.71],3,3.0
[7412.84],4,4.0
[1337.9],1,1.0
[3249.82],3,3.0
[2289.4],2,2.0
[3858.15],3,3.0
[6524.99],4,4.0
[7563.24],4,4.0
[3049.27],3,3.0
[2466.05],2,2.0
[3688.87],3,3.0
[17102.02],4,4.0
[1174.66],1,1.0
[2267.51],2,2.0
[4958.1],3,3.0
[7035.84],4,4.0
[2920.95],2,2.0
[3771.42],3,3.0
[3412.32],3,3.0
[2756.73],2,2.0
[3557.16],3,3.0
[497.97],0,0.0
[2061.98],2,2.0
[2670.4],2,2.0
[3992.93],3,3.0
[1199.69],1,1.0
[2704.78],2,2.0
[3205.11],3,3.0
[3439.26],3,3.0
[2348.58],2,2.0
[1097.67],1,1.0
[1166.4],1,1.0
[1929.33],2,2.0
[3744.18],3,3.0
[1953.32],2,2.0
[1583.36],2,2.0
[3373.88],3,3.0
[3288.78],3,3.0
[4785.32],3,3.0
[220.16],0,0.0
[2472.1],2,2.0
[3063.44],3,3.0
[2797.59],2,2.0
[1401.52],1,1.0
[1011.03],1,1.0
[1216.65],1,1.0
[1039.85],1,1.0
[3188.93],3,3.0
[3944.12],3,3.0
[3324.07],3,3.0
[1499.65],1,1.0
[2603.18],2,2.0
[254.98],0,0.0
[1576.97],2,2.0
[5516.33],4,4.0
[2520.14],2,2.0
[2861.99],2,2.0
[1190.45],1,1.0
[2815.92],2,2.0
[1643.08],2,2.0
[122.38],0,0.0
[2949.23],2,2.0
[2091.55],2,2.0
[3626.84],3,3.0
[2228.04],2,2.0
[3374.91],3,3.0
[797.34],1,1.0
[3962.31],3,3.0
[2707.87],2,2.0
[3629.84],3,3.0
[3870.58],3,3.0
[1444.14],1,1.0
[2388.52],2,2.0
[1273.64],1,1.0
[3636.59],3,3.0
[3967.93],3,3.0
[2019.45],2,2.0
[1370.41],1,1.0
[3657.93],3,3.0
[2167.72],2,2.0
[2827.51],2,2.0
[1698.84],2,2.0
[1028.59],1,1.0
[3027.31],3,3.0
[2023.45],2,2.0
[997.19],1,1.0
[2632.84],2,2.0
[334.4],0,0.0
[3951.8],3,3.0
[2859.49],2,2.0
[2001.02],2,2.0
[1575.69],2,2.0
[1193.63],1,1.0
[2769.22],2,2.0
[1093.53],1,1.0
[1758.06],2,2.0
[1805.81],2,2.0
[2257.49],2,2.0
[2640.8],2,2.0
[3300.34],3,3.0
[3690.62],3,3.0
[3906.64],3,3.0
[644.45],1,1.0
[2408.29],2,2.0
[1784.41],2,2.0
[3539.11],3,3.0
[539.05],1,1.0
[3356.43],3,3.0
[1950.65],2,2.0
[3863.91],3,3.0
[2408.8],2,2.0
[3923.93],3,3.0
[1557.38],2,2.0
[7418.02],4,4.0
[3525.26],3,3.0
[3991.14],3,3.0
[2489.71],2,2.0
[1038.69],1,1.0
[3654.06],3,3.0
[3884.21],3,3.0
[1465.46],1,1.0
[6485.51],4,4.0
[2355.57],2,2.0
[2365.63],2,2.0
[2051.97],2,2.0
[3674.75],3,3.0
[7566.33],4,4.0
[3630.46],3,3.0
[2950.12],2,2.0
[3492.91],3,3.0
[2731.72],2,2.0
[1373.96],1,1.0
[3852.21],3,3.0
[3443.64],3,3.0
[1295.25],1,1.0
[3686.59],3,3.0
[6533.71],4,4.0
[3546.42],3,3.0
[654.67],1,1.0
[1778.03],2,2.0
[1789.58],2,2.0
[5340.37],4,4.0
[1595.78],2,2.0
[1262.04],1,1.0
[2521.69],2,2.0
[2964.29],2,2.0
[1597.3],2,2.0
[783.61],1,1.0
[2737.63],2,2.0
[1950.16],2,2.0
[3792.9],3,3.0
[3090.63],3,3.0
[979.09],1,1.0
[2259.7],2,2.0
[2080.3],2,2.0
[2398.88],2,2.0
[1559.19],2,2.0
[1915.22],2,2.0
[3741.93],3,3.0
[650.86],1,1.0
[3856.55],3,3.0
[568.26],1,1.0
[1979.03],2,2.0
[2059.37],2,2.0
[1111.02],1,1.0
[1382.06],1,1.0
[1309.15],1,1.0
[1282.62],1,1.0
[2953.58],2,2.0
[3734.84],3,3.0
[601.89],1,1.0
[2135.37],2,2.0
[2003.27],2,2.0
[2672.79],2,2.0
[1772.81],2,2.0
[5205.58],4,4.0
[3166.27],3,3.0
[2436.96],2,2.0
[2031.31],2,2.0
[2985.54],2,2.0
[3006.34],3,3.0
[2026.12],2,2.0
[2000.78],2,2.0
[1205.8],1,1.0
[1595.5],2,2.0
[1105.43],1,1.0
[3797.6],3,3.0
[3200.26],3,3.0
[3869.67],3,3.0
[2422.01],2,2.0
[2761.07],2,2.0
[5137.88],4,4.0
[2470.13],2,2.0
[1145.76],1,1.0
[2866.45],2,2.0
[3499.17],3,3.0
